WEEK,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE
,8 Strict Chin Ups,"Box Jumps (30""/24"")",20 Overhead Swings (55/35),,10 Broad Jumps,,10/7 DB Floor Press (50's/35's),10 Shoulder Press (95/65),12 Bent Over Row (95/65),,1 Strict Chest to Bar,400m Run,7 Sumo Deadlift (135/85),20yd Seal Drags,:30 Ring Dip Support,5 Thrusters (115/75),:20sec on,(same) +,"6 Step Ups (24"")",15 DB Power Clean (40's/25's),10 TTB,,5 Chest to Bar Pull Ups,300 Pull Ups
,20 Lunges,OHS (95/65),1-arm Overhead Carry (40/25),,10/5 Push Ups,,10 RDL (115/75),30 Dubs,7/5 Ring Dips,,10 Wall Balls (20/14),21 KB Swings (55/35),10 Bar Over Burpees,20yd Broad Jumps,1min Squats,10 Pull Ups,:10sec off,25 Push Ups------,5 Shoulder Press (95/65),150m Run,10 Thrusters (95/65),,10 SG RDL (95/65),400 Push Ups
,,Floor Press (95/65),,,30 Bicycles,,,350m Sandbag Carry (2/1),:30 L-Sit,,1 Tire Flip,12 Pull Ups,12/8 Dips,5 Chin Ups,:30 Dubs,100m Sprint,for 20min,(same) +,4 Hanging Straight leg raises,,,,20 Lunges,500 Sit Ups
,,Dubs,,,,,,,,,10 Ring Rows (ft on box),,,,1min Banded Side Steps,1min Rest,,50 Lunges------,,,,,,600 Air Squats
,,V-Ups,,,,,,,,,,,,,(only counting :30 intervals),,,(same) +,,,,,,*must complete all reps for each exercise before moving on to the next
,,Rest ,,,,,,,,,,,,,,,,100 Sit Ups-----,,,,,,
,,,,,,,,,,,,,,,,,,(same) +,,,,,,
,,,,,,,,,,,,,,,,,,150 Squats,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Enthusiast,EMOM for 12min,for max reps,for 200 reps,Pull Ups,15min AMRAP,No Class!,EMOM for 15min,5 rounds; for time,7 rounds; for time,Kb Swings,20min AMRAP,3 rounds; for time,15min AMRAP,7rds; for time,15min AMRAP,10rds for time,Team Row; for max distance (in m),10 Burpees------,4x3min AMRAPs; for max reps,7rds; for time,15min AMRAP,,8rds; for time,for time; in teams of four
,8 Chin Ups (bw/banded),"Box Jumps (24""/20"")",20 Swings (55/35),,10 Broad Jumps,,10/7 DB Floor Press (40's/25's),10 Shoulder Press (75/45),12 Bent Over Row (75/45),,1 Pull Up,400m Run,7 Sumo Deadlift (95/65),10yd Seal Drags,:30 Dip Support,5 Thrusters (115/75),:20sec on,(same) +,"6 Step Ups (20"")",15 DB Power Clean (25's/15's),10 KTE,,5 Pull Ups,300 Pull Ups
,20 Lunges,OHS (75/45),1-arm Overhead Carry (40/25),,10/5 Push Ups,,10 RDL (95/65),30 Dubs,7/5 Push Ups,,10 Wall Balls (20/14),21 KB Swings (55/35),10 Burpees,10yd Broad Jumps,1min Squats,10 Pull Ups,:10sec off,25 Push Ups------,5 Shoulder Press (75/45),150m Run,10 Thrusters (75/45),,10 SG RDL (75/45),400 Push Ups
,,Floor Press,,,30 Bicycles,,,350m Sandbag Carry (2/1),:30 L-Sit,,1 Tire Flip,12 Pull Ups,12/8 Push Ups,5 Chin Ups (bw/banded),:30 Dubs,100m Sprint,for 20min,(same) +,4 Straight leg raises,,,,20 Lunges,500 Sit Ups
,,Dubs,,,,,,,,,10 Ring Rows,,,,1min Side Steps,1min Rest,,50 Lunges------,,,,,,600 Air Squats
,,Tuck Ups,,,,,,,,,,,,,(only counting :30 intervals),,,(same) +,,,,,,*must complete all reps for each exercise before moving on to the next
,,Rest ,,,,,,,,,,,,,,,,100 Sit Ups-----,,,,,,
,,,,,,,,,,,,,,,,,,(same) +,,,,,,
,,,,,,,,,,,,,,,,,,150 Squats,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Foundation,EMOM for 12min,for max reps,for 200 reps,Pull Ups,15min AMRAP,No Class!,EMOM for 15min,5 rounds; for time,7 rounds; for time,Kb Swings,20min AMRAP,3 rounds; for time,15min AMRAP,7rds; for time,15min AMRAP,10rds for time,Team Row; for max distance (in m),10 Burpees (no push up)------,4x3min AMRAPs; for max reps,7rds; for time,15min AMRAP,,8rds; for time,for time; in teams of four
,8 Bicep Curls (25's/15's),"Box Step Up (20"")",20 RDL's (55/35),,10 Squat Jumps,,10/7 DB Floor Press (25's/15's),10 Shoulder Press (45/35),12 Bent Over Row (45/35),,1 Banded Pull Up,400m Row,7 Sumo Deadlift (75/55),:20sec Plank,:30 Dip Support (toe assist),5 Thrusters (115/75),:20sec on,(same) +,"6 Step Ups (20"")",15 DB Power Clean (15's/10's),10 HKR,,5 Ring Rows,300 Pull Ups
,10 Lunges,OHS (pvc),1-arm Overhead Carry (40/25),,10/5 Push Ups,,10 RDL (75/45),90 Singles,7/5 Incline Push Ups,,10 Wall Ball Thrusters (20/14),21 KB RDLs (55/35),10 Burpees (no push up),10 Squat Jumps,1min Squats (to box),10 Pull Ups,:10sec off,25 Incline Push Ups------,5 Shoulder Press (45/35),150m Run or Row,10 Thrusters (45/35),,10 SG RDL (55/35),400 Push Ups
,,Db Floor Press (AHvyAP),,,30 Bicycles,,,350m Sandbag Carry (2/1),:30 Bent Knee L-Sit,,1 Tire Flip,12 Ring Rows,12/8 Incline Push Ups,5 Barbell Bicep Curls,:30 Singles,100m Sprint,for 20min,(same) +,4 Straight leg raises,,,,20 Lunges,500 Sit Ups
,,Singles,,,,,,,,,10 Ring Rows,,,,1min Side Steps,1min Rest,,50 Lunges------,,,,,,600 Air Squats
,,Tuck Ups (legs only),,,,,,,,,,,,,(only counting :30 intervals),,,(same) +,,,,,,*must complete all reps for each exercise before moving on to the next
,,Rest ,,,,,,,,,,,,,,,,100 Curl Ups-----,,,,,,
,,,,,,,,,,,,,,,,,,(same) +,,,,,,
,,,,,,,,,,,,,,,,,,150 Squats to box,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
At-Home,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
At-Home,30 GHD's,500m Row,60 IYT's,,50 Bi's and Tri's,,80yd Side Step,50 Rev Flys (5's/2.5's),1min Dip Support,,50 Bi's and Tri's,5x Sled Push (110/55),30 GHD,60 IYT's,50 Banded RDL's,,50 Bi's and Tri's,3x Striking Drills (1min ea),30ea Single leg glute bridges,1 min Couch Mobility,1min Dip Support,,50 Bi's and Tri's,
