WEEK,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER
,,,,,3 Shoulder Press,Wall Ball,,,,Lat Smash,,,,,,Pigeon Stretch,,,,,12 Russian Twists (45/25),Death Bar Smash,,
,,,,,,Pull Ups,,,,Thrower's Ten,,,,,,Samson Stretch,,,,,,Side Hip Smash,,
,,,,,,Row (for cal),,,,,,,,,,Frog Sit,,,,,,Deep Lunge (on box),,
,,,,,,,,,,,,,,,,Bird Dogs,,,,,,Left Ham Stretch,,
,,,,,,,,,,,,,,,,Single Leg Glute Bridges,,,,,,Prone int sh rotation screen,,
,,,,,,,,,,,,,,,,Side Steps,,,,,,Overhead Screen,,
,,,,,,,,,,,,,,,,Pulse Squats,,,,,,*If pos return | int/ext rotation,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Enthusiast,5 rds; for time,12min AMRAP,15min AMRAP,,1:1 intervals for 14min (40's/25's),for max reps,6rds; for time,EMOM for 12min,15min AMRAP,(Shoulders R' Us),27-21-15-9; for time,21-15-9; for time,15min AMRAP,5rds; for time,7-14-21-14-7; for time,(How to Fix Your Hips),EoMOM for 14min,EMOM for 30min,for time,12min AMRAP; for max reps,5rds; for time,(Hip connects to shoulder),15min AMRAP,21-15-9
,8 Jump Squats,8 Floor Press (70% bw),5 Atlas Stone Over Shoulder,,5 RDL,3rds; 1min ea station,12 Db Push Press (40's/25's),4 Db Power Clean (40's/25's),16 Db Ground to Overhead (40/25),Scorpion Stretch,Sumo Squats (55/35),Squat Cleans (135/95),7 SG Deadlift (135/95),:30sec Dip Support,Lunges (40/25),IT Band Smash,15/10 Bench Press (115/75),5 Pull Ups,200 Kb Swings (55/35),Shoulder Press (95/65),10 Jumping Lunges,Prone int sh rotation screen,5 Push Ups,Deadlifts (225/155)
,12 Lunges (40's/25's),7 Bent Over Rows (70% bw),"10 Step Ups (40/25)(20"")",,3 Curls,Battle Rope (3 count),8 Push Ups,6 Db Squat (40's/25's),80yd Suitcase Carry (40/25),Trap Smash,Burpees,Ring Dips,20 Dubs,7 Chin Up,40yd Side Step,Side Hip Smash,20 Wall Balls (20/14),10 Push Ups,*Every time you stop | complete 30 dubs,Pull Ups,12 Tuck Ups,Overhead screen,10 1-arm Db Row (25/15),HSPU
,15 Knees to Elbows,6 Evil Wheels,120yd Waiter's Carry (40/25) ,,5 Squats,Tire Flip,6 Pull Ups,20 Dubs,,Scap Smash,,,10 Side Plank Raises,15 V-Ups,,Glute Smash,,15 Squats,,,10 Db Squats (25's/15's),Quad/Adductor Smash,5 Inch Worms,
,,,,,3 Shoulder Press,Wall Ball,,,,Lat Smash,,,,,,Pigeon Stretch,,,,,12 Russian Twists (25/15),Death Bar Smash,,
,,,,,,Pull Ups,,,,Thrower's Ten,,,,,,Samson Stretch,,,,,,Side Hip Smash,,
,,,,,,Row (for cal),,,,,,,,,,Frog Sit,,,,,,Deep Lunge (on box),,
,,,,,,,,,,,,,,,,Bird Dogs,,,,,,Left Ham Stretch,,
,,,,,,,,,,,,,,,,Single Leg Glute Bridges,,,,,,Prone int sh rotation screen,,
,,,,,,,,,,,,,,,,Side Steps,,,,,,Overhead Screen,,
,,,,,,,,,,,,,,,,Pulse Squats,,,,,,*If pos return | int/ext rotation,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Foundation,5 rds; for time,12min AMRAP,15min AMRAP,,1:1 intervals for 14min (25's15's),for max reps,6rds; for time,EMOM for 12min,15min AMRAP,(Shoulders R' Us),27-21-15-9; for time,21-15-9; for time,15min AMRAP,5rds; for time,7-14-21-14-7; for time,(How to Fix Your Hips),EoMOM for 14min,E2MOM for 30min,for time,12min AMRAP; for max reps,5rds; for time,(Hip connects to shoulder),15min AMRAP,21-15-9
,8 Kb Swings (55/35),8 Floor Press (40's/25's),5 Atlas Stone Pick Up,,5 RDL,3rds; 1min ea station,12 Db Push Press (25's/15's),4 Db Power Clean (25's/15's),16 Db Ground to Overhead (25/15),Scorpion Stretch,Sumo Squats (40/25),Squat Cleans (95/65),7 SG Deadlift (95/65),:30sec Dip Support (toe assist),Lunges (25/15),IT Band Smash,15/10 Bench Press (75/45),5 Pull Ups,200 Kb Swings (55/35),Shoulder Press (75/45),10 Lunges,Prone int sh rotation screen,5 Incline Push Ups,Deadlifts (135/85)
,12 Lunges (bw),7 Bent Over Rows (40's/25's),"10 Step Ups (bw)(20"")",,3 Curls,Battle Rope (3 count),8 Incline Push Ups,6 Db Squat (25's/15's),80yd Suitcase Carry (25/15),Trap Smash,Burpees (no push up),Push Ups,60 Singles,7 Ring Chin Up,40yd Side Step,Side Hip Smash,20 Wall Balls Thrusters (20/14),10 Push Ups,*Every time you stop | complete 90 Singles,Ring Rows,12 Tuck Ups,Overhead screen,10 1-arm Db Row (25/15),Down Dog HSPU
,15 Hanging Knee Raises,6 Plank Walkouts,120yd Waiter's Carry (25/15),,5 Squats,Tire Flip,6 Ring Rows,40 Singles,,Scap Smash,,,10 Side Plank Raises,15 Tuck Ups,,Glute Smash,,15 Squats,,,10 Db Squats (bw),Quad/Adductor Smash,5 Inch Worms,
,,,,,3 Shoulder Press,Wall Ball,,,,Lat Smash,,,,,,Pigeon Stretch,,,,,12 Russian Twists (bw),Death Bar Smash,,
,,,,,,Ring Rows,,,,Thrower's Ten,,,,,,Samson Stretch,,,,,,Side Hip Smash,,
,,,,,,Row (for cal),,,,,,,,,,Frog Sit,,,,,,Deep Lunge (on box),,
,,,,,,,,,,,,,,,,Bird Dogs,,,,,,Left Ham Stretch,,
,,,,,,,,,,,,,,,,Single Leg Glute Bridges,,,,,,Prone int sh rotation screen,,
,,,,,,,,,,,,,,,,Side Steps,,,,,,Overhead Screen,,
,,,,,,,,,,,,,,,,Pulse Squats,,,,,,*If pos return | int/ext rotation,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
At-Home,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Cash Out,40 RDL (40's/25's),50 Bi's and Tri's (45/35),1min Couch (ea side),,60 IYT's,3x 1min Striking Drills,50 Rev Flys (10's/5's),30 GHD,80yd Side Step,,40 Bi's and Tri's (45/35),800m Row,30 GHD,60 IYT,1min PIgeon Stretch,60 Banded RDL's,40 Bi's and Tri's (75/45),3x 1min striking drills,30 GHD (15/10),1min hand stand hold,1min Couch Mobility (ea leg),30 Shoulder Press,30 Bi's and Tri's (AHAP w/ bar),5x Sled Push (110/55)
